state,district,case,cured,active,death 
"haryana","panchkula","<div class=""td-dc"">3458</div><div class=""td-ddc""><span class=""skgm-inc""></span>143</div>","<div class=""td-dr"">2154</div><div class=""td-ddr""><span class=""skgm-inc""></span>115</div>","<div class=""td-da"">1266</div>","<div class=""td-dd"">38</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"haryana","hisar","<div class=""td-dc"">3200</div><div class=""td-ddc""><span class=""skgm-inc""></span>108</div>","<div class=""td-dr"">2428</div><div class=""td-ddr""><span class=""skgm-inc""></span>54</div>","<div class=""td-da"">744</div>","<div class=""td-dd"">28</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"haryana","kurukshetra","<div class=""td-dc"">2944</div><div class=""td-ddc""><span class=""skgm-inc""></span>235</div>","<div class=""td-dr"">1543</div><div class=""td-ddr""><span class=""skgm-inc""></span>49</div>","<div class=""td-da"">1345</div>","<div class=""td-dd"">56</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"haryana","yamunanagar","<div class=""td-dc"">2470</div><div class=""td-ddc""><span class=""skgm-inc""></span>150</div>","<div class=""td-dr"">1849</div><div class=""td-ddr""><span class=""skgm-inc""></span>109</div>","<div class=""td-da"">586</div>","<div class=""td-dd"">35</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"haryana","mahendragarh","<div class=""td-dc"">2263</div><div class=""td-ddc""><span class=""skgm-inc""></span>38</div>","<div class=""td-dr"">1773</div><div class=""td-ddr""><span class=""skgm-inc""></span>64</div>","<div class=""td-da"">487</div>","<div class=""td-dd"">3</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"haryana","sirsa","<div class=""td-dc"">1967</div><div class=""td-ddc""><span class=""skgm-inc""></span>56</div>","<div class=""td-dr"">1355</div><div class=""td-ddr""><span class=""skgm-inc""></span>74</div>","<div class=""td-da"">586</div>","<div class=""td-dd"">26</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"haryana","bhiwani","<div class=""td-dc"">1812</div><div class=""td-ddc""><span class=""skgm-inc""></span>46</div>","<div class=""td-dr"">1465</div><div class=""td-ddr""><span class=""skgm-inc""></span>71</div>","<div class=""td-da"">330</div>","<div class=""td-dd"">17</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"haryana","palwal","<div class=""td-dc"">1752</div><div class=""td-ddc""><span class=""skgm-inc""></span>70</div>","<div class=""td-dr"">1593</div><div class=""td-ddr""><span class=""skgm-inc""></span>46</div>","<div class=""td-da"">146</div>","<div class=""td-dd"">13</div><div class=""td-ddd""></div>"
"haryana","jhajjar","<div class=""td-dc"">1612</div><div class=""td-ddc""><span class=""skgm-inc""></span>62</div>","<div class=""td-dr"">1275</div><div class=""td-ddr""><span class=""skgm-inc""></span>63</div>","<div class=""td-da"">318</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"haryana","kaithal","<div class=""td-dc"">1564</div><div class=""td-ddc""><span class=""skgm-inc""></span>28</div>","<div class=""td-dr"">1047</div><div class=""td-ddr""><span class=""skgm-inc""></span>45</div>","<div class=""td-da"">497</div>","<div class=""td-dd"">20</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"haryana","fatehabad","<div class=""td-dc"">1308</div><div class=""td-ddc""><span class=""skgm-inc""></span>31</div>","<div class=""td-dr"">799</div><div class=""td-ddr""><span class=""skgm-inc""></span>42</div>","<div class=""td-da"">491</div>","<div class=""td-dd"">18</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"haryana","jind","<div class=""td-dc"">1075</div><div class=""td-ddc""><span class=""skgm-inc""></span>30</div>","<div class=""td-dr"">550</div><div class=""td-ddr""></div>","<div class=""td-da"">514</div>","<div class=""td-dd"">11</div><div class=""td-ddd""></div>"
"haryana","nuh","<div class=""td-dc"">900</div><div class=""td-ddc""><span class=""skgm-inc""></span>23</div>","<div class=""td-dr"">723</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">162</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"haryana","charkhi dadri","<div class=""td-dc"">335</div><div class=""td-ddc""><span class=""skgm-inc""></span>9</div>","<div class=""td-dr"">241</div><div class=""td-ddr""></div>","<div class=""td-da"">93</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"haryana","italians","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"haryana","foreign evacuees","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"madhya pradesh","indore","<div class=""td-dc"">15452</div><div class=""td-ddc""><span class=""skgm-inc""></span>287</div>","<div class=""td-dr"">10719</div><div class=""td-ddr""><span class=""skgm-inc""></span>220</div>","<div class=""td-da"">4301</div>","<div class=""td-dd"">432</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"madhya pradesh","bhopal","<div class=""td-dc"">12241</div><div class=""td-ddc""><span class=""skgm-inc""></span>215</div>","<div class=""td-dr"">10154</div><div class=""td-ddr""><span class=""skgm-inc""></span>211</div>","<div class=""td-da"">1774</div>","<div class=""td-dd"">313</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"madhya pradesh","gwalior","<div class=""td-dc"">6905</div><div class=""td-ddc""><span class=""skgm-inc""></span>204</div>","<div class=""td-dr"">4950</div><div class=""td-ddr""><span class=""skgm-inc""></span>147</div>","<div class=""td-da"">1882</div>","<div class=""td-dd"">73</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","jabalpur","<div class=""td-dc"">5516</div><div class=""td-ddc""><span class=""skgm-inc""></span>187</div>","<div class=""td-dr"">4044</div><div class=""td-ddr""><span class=""skgm-inc""></span>104</div>","<div class=""td-da"">1369</div>","<div class=""td-dd"">103</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"madhya pradesh","morena","<div class=""td-dc"">2206</div><div class=""td-ddc""><span class=""skgm-inc""></span>7</div>","<div class=""td-dr"">2061</div><div class=""td-ddr""><span class=""skgm-inc""></span>14</div>","<div class=""td-da"">130</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"madhya pradesh","ujjain","<div class=""td-dc"">2046</div><div class=""td-ddc""><span class=""skgm-inc""></span>34</div>","<div class=""td-dr"">1600</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">364</div>","<div class=""td-dd"">82</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","khargone","<div class=""td-dc"">2035</div><div class=""td-ddc""><span class=""skgm-inc""></span>50</div>","<div class=""td-dr"">1568</div><div class=""td-ddr""><span class=""skgm-inc""></span>39</div>","<div class=""td-da"">435</div>","<div class=""td-dd"">32</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"madhya pradesh","neemuch","<div class=""td-dc"">1411</div><div class=""td-ddc""><span class=""skgm-inc""></span>31</div>","<div class=""td-dr"">1105</div><div class=""td-ddr""><span class=""skgm-inc""></span>13</div>","<div class=""td-da"">287</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"madhya pradesh","shivpuri","<div class=""td-dc"">1391</div><div class=""td-ddc""><span class=""skgm-inc""></span>44</div>","<div class=""td-dr"">921</div><div class=""td-ddr""><span class=""skgm-inc""></span>48</div>","<div class=""td-da"">459</div>","<div class=""td-dd"">11</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"madhya pradesh","ratlam","<div class=""td-dc"">1336</div><div class=""td-ddc""><span class=""skgm-inc""></span>47</div>","<div class=""td-dr"">946</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">364</div>","<div class=""td-dd"">26</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","sagar","<div class=""td-dc"">1329</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">1051</div><div class=""td-ddr""><span class=""skgm-inc""></span>36</div>","<div class=""td-da"">211</div>","<div class=""td-dd"">67</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"madhya pradesh","barwani","<div class=""td-dc"">1326</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">1121</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">189</div>","<div class=""td-dd"">16</div><div class=""td-ddd""></div>"
"madhya pradesh","dhar","<div class=""td-dc"">1201</div><div class=""td-ddc""><span class=""skgm-inc""></span>48</div>","<div class=""td-dr"">845</div><div class=""td-ddr""><span class=""skgm-inc""></span>42</div>","<div class=""td-da"">339</div>","<div class=""td-dd"">17</div><div class=""td-ddd""></div>"
"madhya pradesh","vidisha","<div class=""td-dc"">1134</div><div class=""td-ddc""><span class=""skgm-inc""></span>20</div>","<div class=""td-dr"">872</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">239</div>","<div class=""td-dd"">23</div><div class=""td-ddd""></div>"
"madhya pradesh","khandwa","<div class=""td-dc"">1092</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">906</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">161</div>","<div class=""td-dd"">25</div><div class=""td-ddd""></div>"
"madhya pradesh","mandsaur","<div class=""td-dc"">1041</div><div class=""td-ddc""><span class=""skgm-inc""></span>41</div>","<div class=""td-dr"">815</div><div class=""td-ddr""><span class=""skgm-inc""></span>15</div>","<div class=""td-da"">212</div>","<div class=""td-dd"">14</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","rewa","<div class=""td-dc"">988</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">672</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">301</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"madhya pradesh","rajgarh","<div class=""td-dc"">970</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">772</div><div class=""td-ddr""><span class=""skgm-inc""></span>33</div>","<div class=""td-da"">183</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"madhya pradesh","betul","<div class=""td-dc"">914</div><div class=""td-ddc""><span class=""skgm-inc""></span>46</div>","<div class=""td-dr"">639</div><div class=""td-ddr""><span class=""skgm-inc""></span>22</div>","<div class=""td-da"">256</div>","<div class=""td-dd"">19</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","sehore","<div class=""td-dc"">908</div><div class=""td-ddc""><span class=""skgm-inc""></span>29</div>","<div class=""td-dr"">591</div><div class=""td-ddr""><span class=""skgm-inc""></span>23</div>","<div class=""td-da"">295</div>","<div class=""td-dd"">22</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","damoh","<div class=""td-dc"">872</div><div class=""td-ddc""><span class=""skgm-inc""></span>33</div>","<div class=""td-dr"">593</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">260</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"madhya pradesh","datia","<div class=""td-dc"">872</div><div class=""td-ddc""><span class=""skgm-inc""></span>16</div>","<div class=""td-dr"">707</div><div class=""td-ddr""><span class=""skgm-inc""></span>13</div>","<div class=""td-da"">155</div>","<div class=""td-dd"">10</div><div class=""td-ddd""></div>"
"madhya pradesh","dewas","<div class=""td-dc"">856</div><div class=""td-ddc""><span class=""skgm-inc""></span>23</div>","<div class=""td-dr"">697</div><div class=""td-ddr""></div>","<div class=""td-da"">142</div>","<div class=""td-dd"">17</div><div class=""td-ddd""></div>"
"madhya pradesh","raisen","<div class=""td-dc"">847</div><div class=""td-ddc""><span class=""skgm-inc""></span>20</div>","<div class=""td-dr"">637</div><div class=""td-ddr""><span class=""skgm-inc""></span>24</div>","<div class=""td-da"">193</div>","<div class=""td-dd"">17</div><div class=""td-ddd""></div>"
"madhya pradesh","jhabua","<div class=""td-dc"">839</div><div class=""td-ddc""><span class=""skgm-inc""></span>8</div>","<div class=""td-dr"">641</div><div class=""td-ddr""><span class=""skgm-inc""></span>11</div>","<div class=""td-da"">190</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"madhya pradesh","shahdol","<div class=""td-dc"">769</div><div class=""td-ddc""><span class=""skgm-inc""></span>17</div>","<div class=""td-dr"">564</div><div class=""td-ddr""><span class=""skgm-inc""></span>11</div>","<div class=""td-da"">198</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"madhya pradesh","alirajpur","<div class=""td-dc"">766</div><div class=""td-ddc""><span class=""skgm-inc""></span>12</div>","<div class=""td-dr"">553</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">205</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"madhya pradesh","chhatarpur","<div class=""td-dc"">758</div><div class=""td-ddc""><span class=""skgm-inc""></span>15</div>","<div class=""td-dr"">624</div><div class=""td-ddr""><span class=""skgm-inc""></span>22</div>","<div class=""td-da"">115</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"madhya pradesh","hoshangabad","<div class=""td-dc"">746</div><div class=""td-ddc""><span class=""skgm-inc""></span>40</div>","<div class=""td-dr"">504</div><div class=""td-ddr""><span class=""skgm-inc""></span>18</div>","<div class=""td-da"">219</div>","<div class=""td-dd"">23</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","satna","<div class=""td-dc"">723</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">560</div><div class=""td-ddr""><span class=""skgm-inc""></span>17</div>","<div class=""td-da"">143</div>","<div class=""td-dd"">20</div><div class=""td-ddd""></div>"
"madhya pradesh","narsinghpur","<div class=""td-dc"">685</div><div class=""td-ddc""><span class=""skgm-inc""></span>37</div>","<div class=""td-dr"">450</div><div class=""td-ddr""><span class=""skgm-inc""></span>41</div>","<div class=""td-da"">230</div>","<div class=""td-dd"">5</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","bhind","<div class=""td-dc"">677</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">616</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">56</div>","<div class=""td-dd"">5</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"madhya pradesh","sheopur","<div class=""td-dc"">604</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">470</div><div class=""td-ddr""><span class=""skgm-inc""></span>11</div>","<div class=""td-da"">130</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"madhya pradesh","chhindwara","<div class=""td-dc"">597</div><div class=""td-ddc""><span class=""skgm-inc""></span>28</div>","<div class=""td-dr"">451</div><div class=""td-ddr""><span class=""skgm-inc""></span>9</div>","<div class=""td-da"">133</div>","<div class=""td-dd"">13</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
